,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
,,"Togo","Togo","Togo"
"Cause of death","Year","0-27 days","1-59 months","0-4 years"
"HIV/AIDS","2015","0","1","1"
"HIV/AIDS","2014","0","1","1"
"HIV/AIDS","2013","0","1.5","1.5"
"HIV/AIDS","2012","0","1.7","1.7"
"HIV/AIDS","2011","0","2.6","2.6"
"HIV/AIDS","2010","0","3.7","3.8"
"HIV/AIDS","2009","0","4.2","4.3"
"HIV/AIDS","2008","0","4.7","4.8"
"HIV/AIDS","2007","0.1","5","5.1"
"HIV/AIDS","2006","0.1","5","5"
"HIV/AIDS","2005","0","4.9","5"
"HIV/AIDS","2004","0.1","5","5.1"
"HIV/AIDS","2003","0.1","5.2","5.2"
"HIV/AIDS","2002","0.1","5.2","5.3"
"HIV/AIDS","2001","0.1","5.2","5.3"
"HIV/AIDS","2000","0.1","5.1","5.1"
"Diarrhoeal diseases","2015","0.1","6.4","6.5"
"Diarrhoeal diseases","2014","0.1","6.7","6.8"
"Diarrhoeal diseases","2013","0.1","7","7.1"
"Diarrhoeal diseases","2012","0.1","7.1","7.2"
"Diarrhoeal diseases","2011","0.1","6.9","7.1"
"Diarrhoeal diseases","2010","0.1","6.7","6.8"
"Diarrhoeal diseases","2009","0.1","6.6","6.8"
"Diarrhoeal diseases","2008","0.2","6.5","6.7"
"Diarrhoeal diseases","2007","0.2","6.6","6.8"
"Diarrhoeal diseases","2006","0.2","7","7.2"
"Diarrhoeal diseases","2005","0.2","7.5","7.7"
"Diarrhoeal diseases","2004","0.2","8.1","8.3"
"Diarrhoeal diseases","2003","0.2","8.7","8.9"
"Diarrhoeal diseases","2002","0.3","9.3","9.6"
"Diarrhoeal diseases","2001","0.3","9.9","10.2"
"Diarrhoeal diseases","2000","0.3","10.4","10.7"
"Pertussis","2015","0","0.9","0.9"
"Pertussis","2014","0","0.9","1"
"Pertussis","2013","0","0.9","1"
"Pertussis","2012","0","1","1"
"Pertussis","2011","0","0.9","1"
"Pertussis","2010","0","0.9","1"
"Pertussis","2009","0","1","1"
"Pertussis","2008","0","1","1"
"Pertussis","2007","0","1","1"
"Pertussis","2006","0","1","1"
"Pertussis","2005","0","1","1.1"
"Pertussis","2004","0.1","1.1","1.1"
"Pertussis","2003","0","1.1","1.1"
"Pertussis","2002","0.1","1.1","1.2"
