,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
,,"Niger","Niger","Niger"
"Cause of death","Year","0-27 days","1-59 months","0-4 years"
"HIV/AIDS","2015","0","0.4","0.4"
"HIV/AIDS","2014","0","0.5","0.5"
"HIV/AIDS","2013","0","0.6","0.6"
"HIV/AIDS","2012","0","0.7","0.7"
"HIV/AIDS","2011","0","0.7","0.7"
"HIV/AIDS","2010","0","0.9","0.9"
"HIV/AIDS","2009","0","1.1","1.1"
"HIV/AIDS","2008","0","1.3","1.3"
"HIV/AIDS","2007","0","1.4","1.4"
"HIV/AIDS","2006","0","1.5","1.5"
"HIV/AIDS","2005","0","1.5","1.6"
"HIV/AIDS","2004","0","1.6","1.6"
"HIV/AIDS","2003","0","1.6","1.6"
"HIV/AIDS","2002","0","1.6","1.6"
"HIV/AIDS","2001","0","1.6","1.6"
"HIV/AIDS","2000","0","1.5","1.5"
"Diarrhoeal diseases","2015","0.1","10.2","10.4"
"Diarrhoeal diseases","2014","0.2","11.1","11.3"
"Diarrhoeal diseases","2013","0.2","12.1","12.3"
"Diarrhoeal diseases","2012","0.2","13.5","13.6"
"Diarrhoeal diseases","2011","0.2","14.9","15.1"
"Diarrhoeal diseases","2010","0.2","16.5","16.6"
"Diarrhoeal diseases","2009","0.2","18.2","18.4"
"Diarrhoeal diseases","2008","0.2","19.2","19.4"
"Diarrhoeal diseases","2007","0.3","22.8","23.1"
"Diarrhoeal diseases","2006","0.3","25","25.3"
"Diarrhoeal diseases","2005","0.3","28.1","28.4"
"Diarrhoeal diseases","2004","0.4","31.5","31.9"
"Diarrhoeal diseases","2003","0.4","35.2","35.6"
"Diarrhoeal diseases","2002","0.4","38.9","39.3"
"Diarrhoeal diseases","2001","0.4","42.2","42.7"
"Diarrhoeal diseases","2000","0.4","44.8","45.2"
"Pertussis","2015","0","0.9","1"
"Pertussis","2014","0","1","1"
"Pertussis","2013","0","1","1.1"
"Pertussis","2012","0.1","1.1","1.1"
"Pertussis","2011","0.1","1.1","1.1"
"Pertussis","2010","0.1","1.1","1.1"
"Pertussis","2009","0.1","1.1","1.2"
"Pertussis","2008","0.1","1.1","1.2"
"Pertussis","2007","0.1","1.2","1.2"
"Pertussis","2006","0.1","1.2","1.3"
"Pertussis","2005","0.1","1.3","1.3"
"Pertussis","2004","0.1","1.3","1.3"
"Pertussis","2003","0.1","1.3","1.3"
"Pertussis","2002","0.1","1.3","1.4"
"Pertussis","2001","0.1","1.3","1.4"
"Pertussis","2000","0.1","1.3","1.4"
"Tetanus","2015","0.2","0","0.2"
"Tetanus","2014","0.2","0","0.3"
"Tetanus","2013","0.3","0","0.3"
"Tetanus","2012","0.3","0","0.3"
"Tetanus","2011","0.3","0","0.3"
"Tetanus","2010","0.3","0","0.3"
"Tetanus","2009","0.4","0","0.4"
"Tetanus","2008","0.4","0","0.5"
"Tetanus","2007","0.6","0","0.6"
"Tetanus","2006","0.7","0","0.7"
"Tetanus","2005","0.9","0","0.9"
"Tetanus","2004","1.1","0","1.1"
"Tetanus","2003","1.3","0","1.3"
"Tetanus","2002","1.5","0","1.6"
"Tetanus","2001","1.8","0","1.8"
"Tetanus","2000","2.1","0","2.1"
"Measles","2015","0","0.1","0.1"
"Measles","2014","0","0.3","0.3"
"Measles","2013","0","0","0"
"Measles","2012","0","0.5","0.5"
"Measles","2011","0","0.3","0.3"
"Measles","2010","0","0.5","0.5"
"Measles","2009","0","0.2","0.2"
"Measles","2008","0","1.2","1.2"
"Measles","2007","0","1","1"
"Measles","2006","0","0.8","0.8"
"Measles","2005","0","0.5","0.5"
"Measles","2004","0","26.4","26.4"
"Measles","2003","0","23.5","23.5"
"Measles","2002","0","15.4","15.4"
"Measles","2001","0","29.8","29.8"
"Measles","2000","0","11.2","11.2"
"Meningitis/encephalitis","2015","0","4.6","4.6"
"Meningitis/encephalitis","2014","0","4.8","4.8"
"Meningitis/encephalitis","2013","0","5.2","5.2"
"Meningitis/encephalitis","2012","0","4.2","4.2"
"Meningitis/encephalitis","2011","0","4.3","4.3"
"Meningitis/encephalitis","2010","0","4.7","4.7"
"Meningitis/encephalitis","2009","0","7.4","7.4"
"Meningitis/encephalitis","2008","0","10.4","10.4"
"Meningitis/encephalitis","2007","0","7.6","7.6"
"Meningitis/encephalitis","2006","0","12.1","12.1"
"Meningitis/encephalitis","2005","0","12.7","12.7"
"Meningitis/encephalitis","2004","0","13.5","13.5"
"Meningitis/encephalitis","2003","0","14.2","14.2"
"Meningitis/encephalitis","2002","0","14.8","14.8"
"Meningitis/encephalitis","2001","0","15.2","15.2"
"Meningitis/encephalitis","2000","0","15.2","15.2"
"Malaria","2015","0","9.7","9.7"
"Malaria","2014","0","10.6","10.6"
"Malaria","2013","0","11.5","11.5"
"Malaria","2012","0","13.3","13.3"
"Malaria","2011","0","15.1","15.1"
"Malaria","2010","0","16.5","16.5"
"Malaria","2009","0","17","17"
"Malaria","2008","0","16.2","16.2"
"Malaria","2007","0","17.3","17.3"
"Malaria","2006","0","17.5","17.5"
"Malaria","2005","0","18.9","18.9"
"Malaria","2004","0","20.4","20.4"
"Malaria","2003","0","21.9","21.9"
"Malaria","2002","0","23.1","23.1"
"Malaria","2001","0","23.7","23.7"
"Malaria","2000","0","24","24"
"Acute lower respiratory infections","2015","1.9","17.3","19.2"
"Acute lower respiratory infections","2014","2","18","20"
"Acute lower respiratory infections","2013","2","19.1","21.1"
"Acute lower respiratory infections","2012","2","20","22.1"
"Acute lower respiratory infections","2011","2.1","20.8","22.9"
"Acute lower respiratory infections","2010","2.2","22.2","24.4"
"Acute lower respiratory infections","2009","2.3","23.2","25.5"
"Acute lower respiratory infections","2008","2.4","28.4","30.8"
"Acute lower respiratory infections","2007","2.5","31.8","34.4"
"Acute lower respiratory infections","2006","2.7","32.9","35.6"
"Acute lower respiratory infections","2005","2.8","34.8","37.6"
"Acute lower respiratory infections","2004","2.9","36.8","39.7"
"Acute lower respiratory infections","2003","3","38.8","41.8"
"Acute lower respiratory infections","2002","3.1","40.4","43.5"
"Acute lower respiratory infections","2001","3.2","41.6","44.8"
"Acute lower respiratory infections","2000","3.2","41.9","45.1"
"Prematurity","2015","8.1","1.8","9.9"
"Prematurity","2014","8.3","1.9","10.1"
"Prematurity","2013","8.5","1.9","10.4"
"Prematurity","2012","8.8","2","10.8"
"Prematurity","2011","9.1","2.1","11.2"
"Prematurity","2010","9.4","2.2","11.6"
"Prematurity","2009","9.8","2.3","12"
"Prematurity","2008","10.2","2.2","12.4"
"Prematurity","2007","10.6","2.5","13.1"
"Prematurity","2006","11","2.6","13.5"
"Prematurity","2005","11.2","2.7","13.9"
"Prematurity","2004","11.4","2.9","14.2"
"Prematurity","2003","11.4","3","14.4"
"Prematurity","2002","11.4","3.1","14.5"
"Prematurity","2001","11.4","3.2","14.6"
"Prematurity","2000","11.4","3.2","14.6"
"Birth asphyxia and birth trauma","2015","7.6","1","8.5"
"Birth asphyxia and birth trauma","2014","7.6","1","8.6"
"Birth asphyxia and birth trauma","2013","7.8","1","8.8"
"Birth asphyxia and birth trauma","2012","7.8","1.1","8.9"
"Birth asphyxia and birth trauma","2011","8","1.1","9.2"
"Birth asphyxia and birth trauma","2010","8.3","1.2","9.5"
"Birth asphyxia and birth trauma","2009","8.6","1.2","9.9"
"Birth asphyxia and birth trauma","2008","9","1.2","10.2"
"Birth asphyxia and birth trauma","2007","9.5","1.4","10.9"
"Birth asphyxia and birth trauma","2006","10","1.4","11.5"
"Birth asphyxia and birth trauma","2005","10.6","1.5","12.1"
"Birth asphyxia and birth trauma","2004","11.3","1.6","12.9"
"Birth asphyxia and birth trauma","2003","12","1.7","13.6"
"Birth asphyxia and birth trauma","2002","12.6","1.7","14.4"
"Birth asphyxia and birth trauma","2001","13.2","1.8","15"
"Birth asphyxia and birth trauma","2000","13.6","1.8","15.4"
"Sepsis and other infectious conditions of the newborn","2015","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2014","5.8","0","5.8"
"Sepsis and other infectious conditions of the newborn","2013","6.1","0","6.1"
"Sepsis and other infectious conditions of the newborn","2012","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2011","6.9","0","6.9"
"Sepsis and other infectious conditions of the newborn","2010","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2009","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2008","7.5","0","7.5"
"Sepsis and other infectious conditions of the newborn","2007","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2006","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2005","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2004","7","0","7"
"Sepsis and other infectious conditions of the newborn","2003","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2002","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2001","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2000","7.2","0","7.2"
"Other communicable, perinatal and nutritional conditions","2015","1.3","8.7","10"
"Other communicable, perinatal and nutritional conditions","2014","1.3","8.9","10.3"
"Other communicable, perinatal and nutritional conditions","2013","1.3","9","10.3"
"Other communicable, perinatal and nutritional conditions","2012","1.3","9.4","10.8"
"Other communicable, perinatal and nutritional conditions","2011","1.3","9.9","11.2"
"Other communicable, perinatal and nutritional conditions","2010","1.4","10.3","11.7"
"Other communicable, perinatal and nutritional conditions","2009","1.4","10.7","12.2"
"Other communicable, perinatal and nutritional conditions","2008","1.4","10.6","12"
"Other communicable, perinatal and nutritional conditions","2007","1.5","11.9","13.4"
"Other communicable, perinatal and nutritional conditions","2006","1.5","12.2","13.7"
"Other communicable, perinatal and nutritional conditions","2005","1.5","12.9","14.4"
"Other communicable, perinatal and nutritional conditions","2004","1.5","13.6","15.1"
"Other communicable, perinatal and nutritional conditions","2003","1.6","14.3","15.8"
"Other communicable, perinatal and nutritional conditions","2002","1.6","14.8","16.4"
"Other communicable, perinatal and nutritional conditions","2001","1.6","15.2","16.7"
"Other communicable, perinatal and nutritional conditions","2000","1.6","15.2","16.8"
"Congenital anomalies","2015","1.7","2.1","3.7"
"Congenital anomalies","2014","1.6","2.1","3.7"
"Congenital anomalies","2013","1.6","2.1","3.7"
"Congenital anomalies","2012","1.5","2.2","3.7"
"Congenital anomalies","2011","1.5","2.3","3.8"
"Congenital anomalies","2010","1.4","2.4","3.8"
"Congenital anomalies","2009","1.4","2.5","3.9"
"Congenital anomalies","2008","1.4","2.5","3.9"
"Congenital anomalies","2007","1.5","2.7","4.2"
"Congenital anomalies","2006","1.6","2.8","4.4"
"Congenital anomalies","2005","1.7","2.9","4.6"
"Congenital anomalies","2004","1.9","3.1","5"
"Congenital anomalies","2003","2.1","3.2","5.3"
"Congenital anomalies","2002","2.5","3.3","5.8"
"Congenital anomalies","2001","2.8","3.4","6.2"
"Congenital anomalies","2000","3.3","3.4","6.7"
"Other noncommunicable diseases","2015","0","3","3"
"Other noncommunicable diseases","2014","0","3","3.1"
"Other noncommunicable diseases","2013","0","3","3.1"
"Other noncommunicable diseases","2012","0","3.2","3.2"
"Other noncommunicable diseases","2011","0","3.4","3.4"
"Other noncommunicable diseases","2010","0","3.5","3.5"
"Other noncommunicable diseases","2009","0","3.6","3.7"
"Other noncommunicable diseases","2008","0","3.6","3.6"
"Other noncommunicable diseases","2007","0","4","4.1"
"Other noncommunicable diseases","2006","0","4.1","4.2"
"Other noncommunicable diseases","2005","0","4.3","4.4"
"Other noncommunicable diseases","2004","0","4.6","4.6"
"Other noncommunicable diseases","2003","0","4.8","4.8"
"Other noncommunicable diseases","2002","0","5","5"
"Other noncommunicable diseases","2001","0","5.1","5.1"
"Other noncommunicable diseases","2000","0","5.1","5.2"
"Injuries","2015","0.3","5.9","6.2"
"Injuries","2014","0.3","6","6.3"
"Injuries","2013","0.3","6","6.3"
"Injuries","2012","0.3","6.2","6.5"
"Injuries","2011","0.3","6.4","6.7"
"Injuries","2010","0.3","6.5","6.8"
"Injuries","2009","0.3","6.5","6.9"
"Injuries","2008","0.3","6.3","6.6"
"Injuries","2007","0.3","6.8","7.1"
"Injuries","2006","0.3","6.8","7.1"
"Injuries","2005","0.4","6.9","7.2"
"Injuries","2004","0.4","7","7.4"
"Injuries","2003","0.4","7.1","7.5"
"Injuries","2002","0.4","7.2","7.6"
"Injuries","2001","0.4","7.1","7.5"
"Injuries","2000","0.4","7","7.4"
