,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
,,"Nigeria","Nigeria","Nigeria"
"Cause of death","Year","0-27 days","1-59 months","0-4 years"
"HIV/AIDS","2015","0","3.7","3.7"
"HIV/AIDS","2014","0","3.8","3.9"
"HIV/AIDS","2013","0","3.9","3.9"
"HIV/AIDS","2012","0","4.4","4.4"
"HIV/AIDS","2011","0","4.7","4.7"
"HIV/AIDS","2010","0","4.8","4.8"
"HIV/AIDS","2009","0","4.9","4.9"
"HIV/AIDS","2008","0.1","5","5"
"HIV/AIDS","2007","0.1","5.2","5.2"
"HIV/AIDS","2006","0.1","5.3","5.3"
"HIV/AIDS","2005","0.1","5.4","5.4"
"HIV/AIDS","2004","0.1","5.4","5.4"
"HIV/AIDS","2003","0.1","5.3","5.4"
"HIV/AIDS","2002","0.1","5.2","5.3"
"HIV/AIDS","2001","0.1","5.1","5.1"
"HIV/AIDS","2000","0","4.8","4.9"
"Diarrhoeal diseases","2015","0.3","10.7","11"
"Diarrhoeal diseases","2014","0.3","11.6","11.8"
"Diarrhoeal diseases","2013","0.3","12.3","12.6"
"Diarrhoeal diseases","2012","0.3","12.6","12.9"
"Diarrhoeal diseases","2011","0.3","13.6","14"
"Diarrhoeal diseases","2010","0.3","14.5","14.8"
"Diarrhoeal diseases","2009","0.3","15","15.4"
"Diarrhoeal diseases","2008","0.3","15.8","16.2"
"Diarrhoeal diseases","2007","0.4","16.9","17.3"
"Diarrhoeal diseases","2006","0.4","17.9","18.3"
"Diarrhoeal diseases","2005","0.4","18.7","19.1"
"Diarrhoeal diseases","2004","0.5","19.9","20.4"
"Diarrhoeal diseases","2003","0.5","21.2","21.7"
"Diarrhoeal diseases","2002","0.5","22.9","23.4"
"Diarrhoeal diseases","2001","0.5","24.2","24.8"
"Diarrhoeal diseases","2000","0.6","25.4","26"
"Pertussis","2015","0.1","1.2","1.2"
"Pertussis","2014","0.1","1.2","1.3"
"Pertussis","2013","0.1","1.3","1.3"
"Pertussis","2012","0.1","1.3","1.4"
"Pertussis","2011","0.1","1.3","1.4"
"Pertussis","2010","0.1","1.3","1.3"
"Pertussis","2009","0.1","1.2","1.3"
"Pertussis","2008","0.1","1.3","1.3"
"Pertussis","2007","0.1","1.3","1.4"
"Pertussis","2006","0.1","1.3","1.4"
"Pertussis","2005","0.1","1.4","1.4"
"Pertussis","2004","0.1","1.4","1.4"
"Pertussis","2003","0.1","1.4","1.4"
"Pertussis","2002","0.1","1.4","1.5"
"Pertussis","2001","0.1","1.4","1.4"
"Pertussis","2000","0.1","1.4","1.4"
"Tetanus","2015","0.9","0","0.9"
"Tetanus","2014","0.9","0","0.9"
"Tetanus","2013","1","0","1"
"Tetanus","2012","1.1","0","1.1"
"Tetanus","2011","1.2","0","1.2"
"Tetanus","2010","1.3","0","1.3"
"Tetanus","2009","1.3","0","1.4"
"Tetanus","2008","1.5","0","1.5"
"Tetanus","2007","1.7","0","1.7"
"Tetanus","2006","1.8","0","1.9"
"Tetanus","2005","2.1","0","2.1"
"Tetanus","2004","2.3","0","2.3"
"Tetanus","2003","2.6","0","2.6"
"Tetanus","2002","2.9","0","2.9"
"Tetanus","2001","3.2","0","3.2"
"Tetanus","2000","3.5","0","3.5"
"Measles","2015","0","1.3","1.3"
"Measles","2014","0","0.8","0.8"
"Measles","2013","0","5.3","5.3"
"Measles","2012","0","1","1"
"Measles","2011","0","3.6","3.6"
"Measles","2010","0","1.8","1.8"
"Measles","2009","0","0.4","0.4"
"Measles","2008","0","2.3","2.3"
"Measles","2007","0","1","1"
"Measles","2006","0","1.6","1.6"
"Measles","2005","0","20","20"
"Measles","2004","0","8.5","8.5"
"Measles","2003","0","27.3","27.3"
"Measles","2002","0","10","10"
"Measles","2001","0","22.2","22.2"
"Measles","2000","0","28.8","28.8"
"Meningitis/encephalitis","2015","0","2.7","2.7"
"Meningitis/encephalitis","2014","0","2.8","2.8"
"Meningitis/encephalitis","2013","0","3.1","3.1"
"Meningitis/encephalitis","2012","0","4.3","4.3"
"Meningitis/encephalitis","2011","0","3","3"
"Meningitis/encephalitis","2010","0","3.1","3.1"
"Meningitis/encephalitis","2009","0","4.8","4.8"
"Meningitis/encephalitis","2008","0","4.9","4.9"
"Meningitis/encephalitis","2007","0","3.3","3.3"
"Meningitis/encephalitis","2006","0","3.4","3.4"
"Meningitis/encephalitis","2005","0","5.3","5.3"
"Meningitis/encephalitis","2004","0","5.5","5.5"
"Meningitis/encephalitis","2003","0","5.8","5.8"
"Meningitis/encephalitis","2002","0","4","4"
"Meningitis/encephalitis","2001","0","4.2","4.2"
"Meningitis/encephalitis","2000","0","4.2","4.2"
"Malaria","2015","0","14.6","14.6"
"Malaria","2014","0","15.2","15.2"
"Malaria","2013","0","15.7","15.7"
"Malaria","2012","0","15.8","15.8"
"Malaria","2011","0","17.4","17.4"
"Malaria","2010","0","19.3","19.3"
"Malaria","2009","0","21.5","21.5"
"Malaria","2008","0","24.5","24.5"
"Malaria","2007","0","27.8","27.8"
"Malaria","2006","0","30.2","30.2"
"Malaria","2005","0","31.4","31.4"
"Malaria","2004","0","32.9","32.9"
"Malaria","2003","0","34.4","34.4"
"Malaria","2002","0","36.5","36.5"
"Malaria","2001","0","37.8","37.8"
"Malaria","2000","0","38.9","38.9"
"Acute lower respiratory infections","2015","2.5","16.6","19"
"Acute lower respiratory infections","2014","2.5","17.2","19.7"
"Acute lower respiratory infections","2013","2.6","18.5","21.1"
"Acute lower respiratory infections","2012","2.7","20.3","23"
"Acute lower respiratory infections","2011","2.8","21.6","24.4"
"Acute lower respiratory infections","2010","2.9","22","24.9"
"Acute lower respiratory infections","2009","2.9","21.9","24.8"
"Acute lower respiratory infections","2008","3","22","25"
"Acute lower respiratory infections","2007","3.1","22.6","25.7"
"Acute lower respiratory infections","2006","3.2","22.9","26.1"
"Acute lower respiratory infections","2005","3.3","22.8","26.1"
"Acute lower respiratory infections","2004","3.4","23.3","26.7"
"Acute lower respiratory infections","2003","3.5","23.7","27.2"
"Acute lower respiratory infections","2002","3.5","24.6","28.1"
"Acute lower respiratory infections","2001","3.6","24.9","28.5"
"Acute lower respiratory infections","2000","3.7","25.1","28.8"
"Prematurity","2015","10.7","1.8","12.5"
"Prematurity","2014","10.8","1.9","12.7"
"Prematurity","2013","10.9","1.9","12.9"
"Prematurity","2012","10.9","1.9","12.8"
"Prematurity","2011","10.9","1.9","12.8"
"Prematurity","2010","10.8","2","12.8"
"Prematurity","2009","10.9","1.9","12.8"
"Prematurity","2008","11","1.9","12.9"
"Prematurity","2007","11.1","2","13.1"
"Prematurity","2006","11.2","2","13.2"
"Prematurity","2005","11.4","2","13.4"
"Prematurity","2004","11.6","2","13.6"
"Prematurity","2003","11.8","2","13.8"
"Prematurity","2002","12","2.1","14.1"
"Prematurity","2001","12.2","2.1","14.3"
"Prematurity","2000","12.5","2.1","14.7"
"Birth asphyxia and birth trauma","2015","10.6","1.1","11.7"
"Birth asphyxia and birth trauma","2014","10.9","1.1","12"
"Birth asphyxia and birth trauma","2013","11.3","1.1","12.4"
"Birth asphyxia and birth trauma","2012","11.7","1.1","12.8"
"Birth asphyxia and birth trauma","2011","12.3","1.1","13.4"
"Birth asphyxia and birth trauma","2010","12.7","1.1","13.8"
"Birth asphyxia and birth trauma","2009","13","1.1","14.1"
"Birth asphyxia and birth trauma","2008","13.4","1.1","14.5"
"Birth asphyxia and birth trauma","2007","13.9","1.1","15"
"Birth asphyxia and birth trauma","2006","14.3","1.2","15.4"
"Birth asphyxia and birth trauma","2005","14.7","1.1","15.9"
"Birth asphyxia and birth trauma","2004","15.1","1.2","16.3"
"Birth asphyxia and birth trauma","2003","15.6","1.2","16.8"
"Birth asphyxia and birth trauma","2002","16","1.2","17.2"
"Birth asphyxia and birth trauma","2001","16.3","1.2","17.5"
"Birth asphyxia and birth trauma","2000","16.5","1.2","17.8"
"Sepsis and other infectious conditions of the newborn","2015","5.6","0","5.6"
"Sepsis and other infectious conditions of the newborn","2014","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2013","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2012","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2011","5.8","0","5.8"
"Sepsis and other infectious conditions of the newborn","2010","6","0","6"
"Sepsis and other infectious conditions of the newborn","2009","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2008","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2007","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2006","6.1","0","6.1"
"Sepsis and other infectious conditions of the newborn","2005","6","0","6"
"Sepsis and other infectious conditions of the newborn","2004","6","0","6"
"Sepsis and other infectious conditions of the newborn","2003","6","0","6"
"Sepsis and other infectious conditions of the newborn","2002","6","0","6"
"Sepsis and other infectious conditions of the newborn","2001","6.1","0","6.1"
"Sepsis and other infectious conditions of the newborn","2000","6.1","0","6.1"
"Other communicable, perinatal and nutritional conditions","2015","1.3","8.4","9.6"
"Other communicable, perinatal and nutritional conditions","2014","1.3","8.6","9.9"
"Other communicable, perinatal and nutritional conditions","2013","1.3","8.7","10"
"Other communicable, perinatal and nutritional conditions","2012","1.4","8.5","9.8"
"Other communicable, perinatal and nutritional conditions","2011","1.5","8.8","10.2"
"Other communicable, perinatal and nutritional conditions","2010","1.5","8.9","10.4"
"Other communicable, perinatal and nutritional conditions","2009","1.5","8.8","10.4"
"Other communicable, perinatal and nutritional conditions","2008","1.6","8.8","10.4"
"Other communicable, perinatal and nutritional conditions","2007","1.6","8.9","10.6"
"Other communicable, perinatal and nutritional conditions","2006","1.7","9","10.7"
"Other communicable, perinatal and nutritional conditions","2005","1.8","8.9","10.7"
"Other communicable, perinatal and nutritional conditions","2004","1.8","9.1","10.9"
"Other communicable, perinatal and nutritional conditions","2003","1.9","9.2","11.1"
"Other communicable, perinatal and nutritional conditions","2002","1.9","9.5","11.4"
"Other communicable, perinatal and nutritional conditions","2001","1.9","9.6","11.5"
"Other communicable, perinatal and nutritional conditions","2000","1.9","9.6","11.5"
"Congenital anomalies","2015","2.1","2.8","4.8"
"Congenital anomalies","2014","2","2.8","4.9"
"Congenital anomalies","2013","2.1","2.8","4.9"
"Congenital anomalies","2012","2.1","2.8","4.8"
"Congenital anomalies","2011","2.1","2.8","4.9"
"Congenital anomalies","2010","2.1","2.8","4.9"
"Congenital anomalies","2009","2.1","2.7","4.9"
"Congenital anomalies","2008","2.1","2.7","4.9"
"Congenital anomalies","2007","2.2","2.7","4.9"
"Congenital anomalies","2006","2.2","2.7","5"
"Congenital anomalies","2005","2.3","2.7","5"
"Congenital anomalies","2004","2.4","2.7","5.1"
"Congenital anomalies","2003","2.5","2.7","5.2"
"Congenital anomalies","2002","2.6","2.8","5.3"
"Congenital anomalies","2001","2.7","2.8","5.5"
"Congenital anomalies","2000","2.8","2.8","5.6"
"Other noncommunicable diseases","2015","0","2.9","3"
"Other noncommunicable diseases","2014","0","3","3"
"Other noncommunicable diseases","2013","0","3","3.1"
"Other noncommunicable diseases","2012","0","3","3"
"Other noncommunicable diseases","2011","0","3.1","3.1"
"Other noncommunicable diseases","2010","0","3.1","3.1"
"Other noncommunicable diseases","2009","0","3.1","3.1"
"Other noncommunicable diseases","2008","0","3.1","3.1"
"Other noncommunicable diseases","2007","0","3.1","3.1"
"Other noncommunicable diseases","2006","0","3.1","3.2"
"Other noncommunicable diseases","2005","0","3.1","3.1"
"Other noncommunicable diseases","2004","0","3.1","3.2"
"Other noncommunicable diseases","2003","0","3.2","3.2"
"Other noncommunicable diseases","2002","0","3.3","3.3"
"Other noncommunicable diseases","2001","0","3.3","3.3"
"Other noncommunicable diseases","2000","0","3.3","3.3"
"Injuries","2015","0.4","5.1","5.5"
"Injuries","2014","0.4","5.2","5.6"
"Injuries","2013","0.5","5.2","5.6"
"Injuries","2012","0.5","5","5.5"
"Injuries","2011","0.5","5.1","5.6"
"Injuries","2010","0.5","5.1","5.6"
"Injuries","2009","0.5","5","5.4"
"Injuries","2008","0.5","4.9","5.4"
"Injuries","2007","0.5","4.9","5.4"
"Injuries","2006","0.5","4.9","5.4"
"Injuries","2005","0.5","4.7","5.3"
"Injuries","2004","0.5","4.8","5.3"
"Injuries","2003","0.6","4.7","5.3"
"Injuries","2002","0.6","4.8","5.4"
"Injuries","2001","0.6","4.8","5.4"
"Injuries","2000","0.6","4.7","5.3"
